[3.901470184326172, 0.3309859037399292]
[3.996838331222534, 0.5704225301742554]
[4.285751819610596, 0.3380281627178192]
[4.12607479095459, 0.5422534942626953]
[3.7357208728790283, 0.35915493965148926]
[3.8814237117767334, 0.5352112650871277]
[4.391528606414795, 0.40140846371650696]
[3.090754747390747, 0.5070422291755676]
[3.05151629447937, 0.5422534942626953]
[3.408257007598877, 0.47183099389076233]
[3.358215808868408, 0.6760563254356384]
[3.8529293537139893, 0.6338028311729431]
[3.2465929985046387, 0.38732394576072693]
[3.092048406600952, 0.4507042169570923]
[4.265797138214111, 0.4647887349128723]
[3.8166003227233887, 0.39436620473861694]
[4.695669651031494, 0.49295774102211]
[4.327601432800293, 0.47887325286865234]
[4.358436584472656, 0.6338028311729431]
[4.363388538360596, 0.44366195797920227]
[3.8177850246429443, 0.31690141558647156]
[3.2815027236938477, 0.4225352108478546]
[4.402414321899414, 0.7605633735656738]
[3.360869884490967, 0.6549295783042908]
[4.2065749168396, 0.26760563254356384]
[4.455893516540527, 0.42957746982574463]
[3.7883002758026123, 0.4577464759349823]
[3.8806986808776855, 0.591549277305603]
[4.5067291259765625, 0.1267605572938919]
[3.4014053344726562, 0.35915493965148926]
[3.9756171703338623, 0.6056337952613831]
[4.047961711883545, 0.42957746982574463]
[3.8217954635620117, 0.30985915660858154]
[4.339382648468018, 0.5422534942626953]
[4.737651824951172, 0.4577464759349823]
[4.752105236053467, 0.5281690359115601]
[3.7522237300872803, 0.47887325286865234]
[4.266143798828125, 0.5]
[4.342614650726318, 0.23943662643432617]
[3.068767786026001, 0.6619718074798584]
[3.56915020942688, 0.5985915660858154]
[4.062884330749512, 0.38732394576072693]
[4.463454723358154, 0.7042253613471985]
[2.950096368789673, 0.7253521084785461]
[3.265727996826172, 0.5281690359115601]
[3.5738697052001953, 0.5352112650871277]
[3.6912927627563477, 0.30985915660858154]
[4.402523994445801, 0.3380281627178192]
[3.785017728805542, 0.5211267471313477]
[4.476907253265381, 0.577464759349823]
[4.775948524475098, 0.42957746982574463]
[3.9289848804473877, 0.577464759349823]
[3.388740062713623, 0.591549277305603]
[3.3761799335479736, 0.7253521084785461]
[3.7209482192993164, 0.5845070481300354]
[2.8835458755493164, 0.7605633735656738]
[3.9333107471466064, 0.44366195797920227]
[4.698318004608154, 0.21830986440181732]
[3.66515851020813, 0.8239436745643616]
[3.8752119541168213, 0.51408451795578]
[4.272945404052734, 0.5]
[3.000685453414917, 0.7183098793029785]
[3.048353672027588, 0.7323943376541138]
[3.706784725189209, 0.6619718074798584]
[3.9650094509124756, 0.3661971688270569]
[3.4309403896331787, 0.40140846371650696]
[4.027394771575928, 0.4154929518699646]
[4.001977920532227, 0.43661972880363464]
[3.5408267974853516, 0.5985915660858154]
[2.754709243774414, 1.0]
[3.4506659507751465, 0.6056337952613831]
[3.0327086448669434, 0.7957746386528015]
[3.752129316329956, 0.5070422291755676]
[3.449490547180176, 0.6549295783042908]
[4.4684600830078125, 0.5422534942626953]
[4.15985107421875, 0.5422534942626953]
[3.984496593475342, 0.6126760840415955]
[3.3972039222717285, 0.6126760840415955]
[4.195123672485352, 0.9014084339141846]
[4.082498550415039, 0.2957746386528015]
[4.2163519859313965, 0.39436620473861694]
[4.675265312194824, 0.5352112650871277]
[4.451602935791016, 0.38732394576072693]
[3.9181597232818604, 0.5352112650871277]
[4.122234344482422, 0.18309858441352844]
[4.195789813995361, 0.6408450603485107]
[4.334766387939453, 0.3239436745643616]
[4.3908586502075195, 0.2112676054239273]
[3.9765725135803223, 0.3732394278049469]
[3.1310324668884277, 0.7464788556098938]
[2.927985429763794, 0.7112675905227661]
[3.851858377456665, 0.577464759349823]
[4.073594570159912, 0.3802816867828369]
[3.9609692096710205, 0.21830986440181732]
[3.5301122665405273, 0.47887325286865234]
[4.12040901184082, 0.6126760840415955]
[4.494636058807373, 0.4577464759349823]
[3.8126018047332764, 0.5281690359115601]
[4.130911827087402, 0.4084506928920746]
[3.2676875591278076, 0.5281690359115601]
